id,direccion,esquina,colonia,alcaldia,boton,altavoz,tipo_de_poste,estatus_conectividad,latitud,longitud,geopoint
13178,ESTEBAN CORONADO,AMERICA,CONSTITUCION DE 1917,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.352484,-99.064965,"19.352484,-99.064965"
13179,PROL. ANILLO PERIFERICO,C. LIC. HILARIO MEDINA,CONSTITUCION DE 1917,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35122,-99.060108,"19.35122,-99.060108"
13180,RAMON ROSS,GRAL. IGNACIO L PESQUERIA,CONSTITUCION DE 1917,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.351102,-99.062717,"19.351102,-99.062717"
13181,C. VILLA BRAZ,C. VILLA FIGUEROA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.326616,-99.044096,"19.326616,-99.044096"
13182,VILLA ESPAÑA,VILLA JIMENA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.328558,-99.048457,"19.328558,-99.048457"
13183,C. VILLA CID,C. VILLA INFERIOR,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.322179,-99.042296,"19.322179,-99.042296"
13184,C. VILLA FRECHOS,C. VILLA FRANQUEZA,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.325252,-99.039726,"19.325252,-99.039726"
13185,VILLA JOYOSA,VILLA FEDERAL,DESARROLLO URBANO QUETZALCOATL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.328007,-99.047914,"19.328007,-99.047914"
13186,AVENIDA JAVIER ROJO GOMEZ,C. PLAZA FLORIDA,DR ALFONSO ORTIZ TIRADO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386586,-99.075254,"19.386586,-99.075254"
13187,EJE 6 SUR AV. LAS TORRES,PLAN DE AYALA,Z.U. STA. MARIA AZTAHUACAN,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.360201,-99.03166,"19.360201,-99.03166"
13188,C. MANUEL GANDARA,AVENIDA REPUBLICA FED. DEL SUR,Z.U. STA. MARTHA ACATITLA SUR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.364992,-99.023767,"19.364992,-99.023767"
13189,TOTLI,CONGRESO DE APATZINGAN,EL PARAISO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.373297,-99.028016,"19.373297,-99.028016"
13190,C. LIRIO,AVENIDA LAS TORRES,CAMPESTRE EL POTRERO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.333036,-98.976694,"19.333036,-98.976694"
13191,RÍO CHURUBUSCO,SUR 69,EL PRADO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.357151,-99.13776,"19.357151,-99.13776"
13192,AVENIDA RIO CHURUBUSCO,C. RIO ALTAR,PASEOS DE CHURUBUSCO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.390313,-99.088579,"19.390313,-99.088579"
13193,C. PUENTE TITLA,CALZ. ERMITA IZTAPALAPA,EL SANTUARIO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.356373,-99.098282,"19.356373,-99.098282"
13194,C. FISICOS,C. CAJEROS,EL SIFON,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.371142,-99.110699,"19.371142,-99.110699"
13195,EJE 3 ORIENTE (AV 5),CALZADA ALFONSO TORO,ESCUADRON 201,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.366669,-99.109211,"19.366669,-99.109211"
13196,C. ROBERTO FULTON,AV. TLAHUAC,ESTRELLA CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.330647,-99.107292,"19.330647,-99.107292"
13197,AVENIDA ROSALITA,JOSE LUGO GUERRERO,LA PLANTA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.295774,-99.064742,"19.295774,-99.064742"
13198,C. ANILLO PERIFERICO,AVENIDA BENITO JUAREZ,FRANCISCO VILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.338286,-99.064178,"19.338286,-99.064178"
13199,C. CENTAURO DEL NORTE,C. GRAL. LUCIO BLANCO,FRANCISCO VILLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.338144,-99.057619,"19.338144,-99.057619"
13200,C. LUIS GALVANI,C. CARLOS BENZ,FUEGO NUEVO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.331336,-99.104113,"19.331336,-99.104113"
13201,CALZADA LA VIGA,C. CAMPESINOS,GRANJAS ESMERALDA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.353856,-99.121237,"19.353856,-99.121237"
13202,CENTENO,GANADEROS,GRANJAS ESMERALDA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.350369,-99.117636,"19.350369,-99.117636"
13203,SAN RAFAEL ATLIXCO,AV. JALISCO,GUADALUPE DEL MORAL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369,-99.074874,"19.369,-99.074874"
13204,AVENIDA F.C. SAN RAFAEL ATLIXCO,AVENIDA HIDALGO,GUADALUPE DEL MORAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.370789,-99.074951,"19.370789,-99.074951"
13205,CONTINUACION COMETA,MERCURIO,L. DE LA ESTANCIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.339924,-99.011872,"19.339924,-99.011872"
13206,C. MERCURIO,C. LUNA,LOMAS DE LA ESTANCIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.337845,-99.009863,"19.337845,-99.009863"
13207,EJE 8 SUR CALZ. ERMITA IZTAPALAPA,C. SUR 113-A,HEROES DE CHURUBUSCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.357139,-99.116155,"19.357139,-99.116155"
13208,C. BENITO JUAREZ,C. LIC. BRAULIO MALDONADO,INSURGENTES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.330517,-99.05594,"19.330517,-99.05594"
13209,AVENIDA HIDALGO,C. LIC. LUIS CABRERA,JACARANDAS,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.343125,-99.051051,"19.343125,-99.051051"
13210,LIC. LUIS CABRERA,LEANDRO VALLE,JACARANDAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.347861,-99.050919,"19.347861,-99.050919"
13211,C. CORONEL BENITO S. ZENEA,C. GENERAL JUAN ENRIQUEZ,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.392805,-99.0442,"19.392805,-99.0442"
13212,C. GENERAL VIVENTE MARISCAL,C. GENERAL PABLO GARCIA,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.393889,-99.048305,"19.393889,-99.048305"
13213,C. GRAL. JOSÉ MARÍA PARRAS,C. GENERAL JOSE MA. CHAVEZ,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.394251,-99.044953,"19.394251,-99.044953"
13214,AVENIDA TEXCOCO,C. JOSE ZUBIETA,JUAN ESCUTIA,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.393501,-99.042429,"19.393501,-99.042429"
13215,C. VICENTE GRANILLO,AVENIDA INSURGENTES,LA HERA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.338289,-99.055039,"19.338289,-99.055039"
13216,24 DE ABRIL DE 1860,BATALLA DE PASO DE OVEJAS,LEYES DE REFORMA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.376186,-99.071907,"19.376186,-99.071907"
13217,C. GUERRA DE REFORMA,C. BATALLA DE CALPULALPAN,LEYES DE REFORMA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.382242,-99.068871,"19.382242,-99.068871"
13218,C. GUERRA DE REFORMA,C. BATALLA DE CASA BLANCA,LEYES DE REFORMA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.380606,-99.069195,"19.380606,-99.069195"
13219,SAN IGNACIO,BANDERA,LOMAS DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.350082,-98.999076,"19.350082,-98.999076"
13220,C. PASEO DE GALIAS,C. SIRACUSA,LOMAS ESTRELLA 2DA. SECC.,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.315327,-99.094012,"19.315327,-99.094012"
13221,AVENIDA DEL ROSAL,C. CAMPANULA,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.346497,-99.073836,"19.346497,-99.073836"
13222,AVENIDA DEL ROSAL,ENTRE AVENIDA DE LAS TORRES Y ANILLO PERIFERICO CANAL DE GARAY,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.343619,-99.062181,"19.343619,-99.062181"
13223,C. MARGARITA,EJE 8 SUR CALZ. ERMITA IZTAPALAPA,LOS ANGELES,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.347575,-99.067914,"19.347575,-99.067914"
13224,AVENIDA SAN LORENZO,AVENIDA DEL ROSAL,PARAJE SAN JUAN CENTRO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.347834,-99.076883,"19.347834,-99.076883"
13225,C. AGRICULTORES,C. SUR 129,SANTA ISABEL INDUSTRIAL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.354461,-99.107251,"19.354461,-99.107251"
13226,AVENIDA TLAHUAC,EL TANQUE,BARRIO SAN ANTONIO CULHUACAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.340859,-99.10867,"19.340859,-99.10867"
13227,TRIGO,CAMPESINOS,GRANJAS ESMERALDA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.353354,-99.114648,"19.353354,-99.114648"
13228,C. GABRIELA MISTRAL,EJE 6 SUR TELECOMUNICACIONES,U. H. MARGARITA MAZA DE JUAREZ,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.365983,-99.071055,"19.365983,-99.071055"
13229,AVENIDA CIRCUNVALACION,C. PEDRO ACEVES,SAN SEBASTIAN TECOLOXTITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.360094,-99.02231,"19.360094,-99.02231"
13230,AVENIDA CUATRO,CUARENTA Y SIETE,U. HAB. STA. CRUZ MEYEHUALCO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.345784,-99.042721,"19.345784,-99.042721"
13231,CALLE 17,AVENIDA 4,U. HAB. STA. CRUZ MEYEHUALCO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.346436,-99.036256,"19.346436,-99.036256"
13232,AVENIDA SAMUEL GOMPERS,CALLE 55,U.HAB. STA. CRUZ MEYEHUALCO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.350221,-99.044845,"19.350221,-99.044845"
13233,SIERVO DE LA NACIÓN,AND. JOSÉ ANTONIO VALDIVIESO,U.H. ERMITA ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.364713,-98.992382,"19.364713,-98.992382"
13234,AVENIDA CANAL DE CHALCO,RIO MICHIGAN,VALLE DE SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.294657,-99.078943,"19.294657,-99.078943"
13235,C. LUIS QUINTANAR,C. ANASTACIO BUSTAMANTE,PRESIDENTES DE MEXICO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.33319,-99.061415,"19.33319,-99.061415"
13236,C. LUIS QUINTANAR,C. GRAL. PEDRO MARIA ANAYA,PRESIDENTES DE MEXICO,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.332829,-99.060663,"19.332829,-99.060663"
13237,C. ESTEBAN CORONADO,C. GRAL. FCO. ANDRADE,AMPL. B. SN. MIGUEL,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.353052,-99.067726,"19.353052,-99.067726"
13238,CAMPESINOS,CULTIVOS,PROGRESO DEL SUR,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.352994,-99.111696,"19.352994,-99.111696"
13239,CAMINO A SANTA CRUZ,FLOR DE TEZONCO,LOMAS DE SN. LORENZO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.315952,-99.070452,"19.315952,-99.070452"
13240,LIBERTAD,JUAN ALDAMA,PUEBLO SAN LORENZO TEZONCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.309943,-99.068289,"19.309943,-99.068289"
13241,C. JOSE MARIA PATONI,AVENIDA TEXCOCO,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.387856,-99.030132,"19.387856,-99.030132"
13242,EJE 8 SUR CALZ. ERMITA IZTAPALAPA,C. 5 DE FEBRERO,SANTIAGO ACAHUALTEPEC,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.355016,-99.008293,"19.355016,-99.008293"
13243,C. LUIS CERVANTES,C. FRANCISCO SARABIA,PUEBLO SANTA MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35986,-99.0008,"19.35986,-99.0008"
13244,C. RIO NAZAS,AV. DE LAS TORRES,PUENTE BLANCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.329691,-99.064651,"19.329691,-99.064651"
13245,C. SANTA MARIA,C. DEL ROSAL,APATLACO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.377973,-99.111151,"19.377973,-99.111151"
13246,AVENIDA TLAHUAC,C. PABLO GARCIA,PUEBLO STA. MARIA TOMATLAN,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.322754,-99.098177,"19.322754,-99.098177"
13247,C. VICENTE GUERRERO,C. IGNACIO ALLENDE,SAN JUANICO NEXTIPAC,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.373035,-99.1175,"19.373035,-99.1175"
13248,C. 18 DE MARZO,CDA. 18 DE MARZO,SAN MIGUEL TEOTONGO SECC. LAS TORRES,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.347687,-98.990955,"19.347687,-98.990955"
13249,C. IGNACIO MANUEL TALTAMIRANO,C. LUCIO BLANCO,LAS PEÑAS,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.340532,-99.047689,"19.340532,-99.047689"
13250,C. MIGUEL HIDALGO,C. PRIMAVERA,PUEBLO STA. MA AZTAHUACAN,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.350695,-99.023775,"19.350695,-99.023775"
13251,AVENIDA TLAHUAC,C. PROGRESO,PUEBLO STA. MARIA TOMATLAN,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.325094,-99.098768,"19.325094,-99.098768"
13252,TETLALPA,3RA. CDA. TETLALPA,2DA. AMPL.  SANTIAGO ACAHUALTEPEC,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.348554,-99.013425,"19.348554,-99.013425"
13253,EJE 2 ORIENTE CALZ. DE LA VIGA,C. ALFONSO TORO,SECTOR POPULAR,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.368061,-99.1224,"19.368061,-99.1224"
13254,C. SUR 101-A,C. RODOLFO USIGLI,SECTOR POPULAR,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.363878,-99.120331,"19.363878,-99.120331"
13255,PUENTE QUEMADO,SATELITES,LEYES DE REFORMA 2A. SECCION,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.37261,-99.064154,"19.37261,-99.064154"
13256,C. MANUEL GAMIO,C. SUR 75 A,SINATEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.361123,-99.132507,"19.361123,-99.132507"
13257,CALZADA IGNACIO ZARAGOZA,C. FRAY JUAN ALMANZA,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.392876,-99.050047,"19.392876,-99.050047"
13258,CALZADA IGNACIO ZARAGOZA,C. PRIMAVERA,TEPALCATES,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.395685,-99.054934,"19.395685,-99.054934"
13259,C. GRAL. ANTONIO LEON LOYOLA,ENTRE AVENIDA REVOLUCION Y CALZADA IGNACIO ZARAGOZA,U.H. EJERCITO CONSTITUCIONALISTA,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.387616,-99.050236,"19.387616,-99.050236"
13260,AVENIDA EXPL. EJERCITO DE OTE.,C. PABLO MENA,EJERCITO DE ORIENTE SECC. I,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.370359,-99.030024,"19.370359,-99.030024"
13261,AV. GUELATAO,C. SEBASTIAN BARRIGUETE A.,U.H. EJERCITO DE AGUA PRIETA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.369616,-99.040166,"19.369616,-99.040166"
13262,C. PINOS,AVENIDA IGNACIO ZARAGOZA,U.H. FUENTES DE ZARAGOZA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.368934,-99.010113,"19.368934,-99.010113"
13263,EJE 8 SUR CALZ. ERMITA IZTAPALAPA,UNION,PUEBLO STA. MARTHA ACATITLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.355098,-99.009084,"19.355098,-99.009084"
13264,CALLE 31,AVENIDA 8,U. HAB. STA. CRUZ MEYEHUALCO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.348406,-99.039494,"19.348406,-99.039494"
13265,CALLE 14,CALLE 21,JOSE LOPEZ PORTILLO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.30401,-99.080727,"19.30401,-99.080727"
13266,C. COLORINES,C. TRIGO,VALLE DEL SUR,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.348121,-99.115082,"19.348121,-99.115082"
13267,ANILLO PERIFERICO CANAL DE GARAY,C. MORELOS,EL VERGEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.317007,-99.076983,"19.317007,-99.076983"
13268,C. GRAL. JUAN ENRÍQUEZ,C. LIC. EUSTAQUIO BUELNA,JUAN ESCUTIA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.386436,-99.032913,"19.386436,-99.032913"
13269,C. APOLO 11,C. LAICA,XALPA,IZTAPALAPA,SIN BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.339941,-99.016004,"19.339941,-99.016004"
13270,C. ZACANI,AVENIDA TEXCOCO,PUEBLO SAN LORENZO XICOTENCATL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.385534,-99.024923,"19.385534,-99.024923"
13271,AVENIDA ALDAMA,C. AZTECAS,BARRIO SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.300245,-99.071559,"19.300245,-99.071559"
13272,C. MATEO SALDAÑA,C. CUITLAHUAC,BARRIO SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.303373,-99.069257,"19.303373,-99.069257"
13273,MATEO SALDAÑA,PINO SUAREZ,BARRIO SAN LORENZO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.30707,-99.06824,"19.30707,-99.06824"
13274,AVENIDA AÑO DE JUAREZ,CALLE 12,GRANJAS SAN ANTONIO,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.368867,-99.105327,"19.368867,-99.105327"
13275,C. MOCTEZUMA,C. FCO. JAVIER MINA,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,SIN ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.357221,-99.081744,"19.357221,-99.081744"
13276,C. JUAN J. ALVAREZ,AVENIDA HIDALGO,BARRIO SAN MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35621,-99.080715,"19.35621,-99.080715"
13277,MATAMOROS,CARRIL,AMP. SN. MIGUEL,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35099,-99.070505,"19.35099,-99.070505"
13278,1ER CJON GRAL ANAYA,GRAL ANAYA,BARRIO SANTA BARBARA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.35713,-99.101749,"19.35713,-99.101749"
13279,REFORMA ADUANAL,MELCHOR OCAMPO,REFORMA POLITICA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.335194,-99.034807,"19.335194,-99.034807"
13280,AZCARRAGA VIDAURRETA,ENTRE AV. TELECOMUNICACIONES Y C. ENRIQUE CONTEL,U.H. GUELATAO DE JUAREZ II,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.383804,-99.042359,"19.383804,-99.042359"
13281,PROL. TELECOMUNICACIONES,EMILIO BALLI,U.H. GUELATAO DE JUAREZ I,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.383858,-99.045721,"19.383858,-99.045721"
13282,BELLAVISTA,SEGUNDO GERONA,BELLAVISTA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.331099,-99.071382,"19.331099,-99.071382"
13283,C. ESTRELLA,ENTRE C. COMETA Y ANILLO PERIFERICO,AMPL. CASA BLANCA 1,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.333821,-99.065176,"19.333821,-99.065176"
13284,C. NAUTLA,ANILLO PERIFERICO CANAL DE GARAY,CASA BLANCA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.332032,-99.065157,"19.332032,-99.065157"
13285,AVENIDA ESPAÑA,ENTRE 2ª CDA. DE ESPAÑA Y ANILLO PERIFERICO CANAL DE GARAY,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.32385,-99.072998,"19.32385,-99.072998"
13286,CATARROJA,MIJAS,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.326605,-99.077759,"19.326605,-99.077759"
13287,AVENIDA ESPAÑA,OSUNA,CERRO DE LA ESTRELLA,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.324914,-99.078796,"19.324914,-99.078796"
13288,LEBRIJA,CENTRAL,CERRO DE LA ESTRELLA,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.322178,-99.07432,"19.322178,-99.07432"
13289,LAS PEÑAS,LAZARO CARDENAS,CITLALLI,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.341775,-99.021993,"19.341775,-99.021993"
13290,PROYECTO,ENTRE C. MOLINO DE LA AZUCENA Y C. MOLINO DE GARDENIA,PREDIO EL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.287331,-99.069907,"19.287331,-99.069907"
13291,MACAHUITE,PINTAPAN,NUEVA GENERACION,IZTAPALAPA,SIN BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.290178,-99.070356,"19.290178,-99.070356"
13292,VADA,MOLINO DE ROSAS,RINCONADA DEL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.286012,-99.069136,"19.286012,-99.069136"
13293,MACAHUITE,RIO SENA,EL MOLINO,IZTAPALAPA,CON BOTON,CON ALTAVOZ,9m,WIFI GRATUITO_ACTIVO,19.288371,-99.068594,"19.288371,-99.068594"
